section,metric,value,year,stage,ancestry,entity_type,entity,era,snapshot
cohort_summary,Effective ancestry groups,1.130811959403286,,,,Cohort,HCMR,,
cohort_summary,Publications,1.0,,,,Cohort,HCMR,,
cohort_summary,Accessions,1.0,,,,Cohort,HCMR,,
cohort_ancestry,Participant share (%),93.94872215837574,,,European,Cohort,HCMR,,
cohort_ancestry,Participant share (%),3.434028347835604,,,Asian,Cohort,HCMR,,
cohort_ancestry,Participant share (%),2.209544136157172,,,African,Cohort,HCMR,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HCMR,,
cohort_ancestry,Participant share (%),0.40770535763147814,,,Hispanic or Latin American,Cohort,HCMR,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HCMR,,
cohort_summary,Participant instances,35990965.0,,,,Cohort,HCS,,
cohort_summary,Non-European %,11.563824420934532,,,,Cohort,HCS,,
cohort_summary,Effective ancestry groups,1.272883041954019,,,,Cohort,HCS,,
cohort_summary,Publications,2.0,,,,Cohort,HCS,,
cohort_summary,Accessions,53.0,,,,Cohort,HCS,,
cohort_ancestry,Participant share (%),88.43617557906546,,,European,Cohort,HCS,,
cohort_ancestry,Participant share (%),3.9167246557573545,,,Asian,Cohort,HCS,,
cohort_ancestry,Participant share (%),2.0671993651740097,,,African,Cohort,HCS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HCS,,
cohort_ancestry,Participant share (%),2.9357201175350536,,,Hispanic or Latin American,Cohort,HCS,,
cohort_ancestry,Participant share (%),2.6441802824681138,,,Other/Mixed,Cohort,HCS,,
cohort_summary,Participant instances,17190226.0,,,,Cohort,HELIC,,
cohort_summary,Non-European %,4.939434769502158,,,,Cohort,HELIC,,
cohort_summary,Effective ancestry groups,1.1054722425487082,,,,Cohort,HELIC,,
cohort_summary,Publications,2.0,,,,Cohort,HELIC,,
cohort_summary,Accessions,200.0,,,,Cohort,HELIC,,
cohort_ancestry,Participant share (%),95.06056523049784,,,European,Cohort,HELIC,,
cohort_ancestry,Participant share (%),1.6793263800022176,,,Asian,Cohort,HELIC,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HELIC,,
cohort_ancestry,Participant share (%),2.4533941554927785,,,African American or Afro-Caribbean,Cohort,HELIC,,
cohort_ancestry,Participant share (%),0.7440041800497562,,,Hispanic or Latin American,Cohort,HELIC,,
cohort_ancestry,Participant share (%),0.0627100539574058,,,Other/Mixed,Cohort,HELIC,,
cohort_summary,Participant instances,731959.0,,,,Cohort,HELIC-MANOLIS,,
cohort_summary,Non-European %,0.0,,,,Cohort,HELIC-MANOLIS,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,HELIC-MANOLIS,,
cohort_summary,Publications,1.0,,,,Cohort,HELIC-MANOLIS,,
cohort_summary,Accessions,255.0,,,,Cohort,HELIC-MANOLIS,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,HELIC-MANOLIS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,HELIC-MANOLIS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HELIC-MANOLIS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HELIC-MANOLIS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HELIC-MANOLIS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HELIC-MANOLIS,,
cohort_summary,Participant instances,731959.0,,,,Cohort,HELIC-Pomak,,
cohort_summary,Non-European %,0.0,,,,Cohort,HELIC-Pomak,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,HELIC-Pomak,,
cohort_summary,Publications,1.0,,,,Cohort,HELIC-Pomak,,
cohort_summary,Accessions,255.0,,,,Cohort,HELIC-Pomak,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,HELIC-Pomak,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,HELIC-Pomak,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HELIC-Pomak,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HELIC-Pomak,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HELIC-Pomak,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HELIC-Pomak,,
cohort_summary,Participant instances,1494302.0,,,,Cohort,HELIOS,,
cohort_summary,Non-European %,100.0,,,,Cohort,HELIOS,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,HELIOS,,
cohort_summary,Publications,2.0,,,,Cohort,HELIOS,,
cohort_summary,Accessions,278.0,,,,Cohort,HELIOS,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,HELIOS,,
cohort_ancestry,Participant share (%),100.0,,,Asian,Cohort,HELIOS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HELIOS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HELIOS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HELIOS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HELIOS,,
cohort_summary,Participant instances,155397.0,,,,Cohort,HELIX,,
cohort_summary,Non-European %,6.271034833362292,,,,Cohort,HELIX,,
cohort_summary,Effective ancestry groups,1.1356945079447147,,,,Cohort,HELIX,,
cohort_summary,Publications,2.0,,,,Cohort,HELIX,,
cohort_summary,Accessions,6.0,,,,Cohort,HELIX,,
cohort_ancestry,Participant share (%),93.7289651666377,,,European,Cohort,HELIX,,
cohort_ancestry,Participant share (%),3.584367780587785,,,Asian,Cohort,HELIX,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HELIX,,
cohort_ancestry,Participant share (%),2.6866670527745065,,,African American or Afro-Caribbean,Cohort,HELIX,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HELIX,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HELIX,,
cohort_summary,Participant instances,5498261.0,,,,Cohort,HERMES,,
cohort_summary,Non-European %,14.014576608858691,,,,Cohort,HERMES,,
cohort_summary,Effective ancestry groups,1.3341457103076735,,,,Cohort,HERMES,,
cohort_summary,Publications,3.0,,,,Cohort,HERMES,,
cohort_summary,Accessions,5.0,,,,Cohort,HERMES,,
cohort_ancestry,Participant share (%),85.98542339114131,,,European,Cohort,HERMES,,
cohort_ancestry,Participant share (%),9.508279072237567,,,Asian,Cohort,HERMES,,
cohort_ancestry,Participant share (%),3.0836295330469032,,,African,Cohort,HERMES,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HERMES,,
cohort_ancestry,Participant share (%),1.422668003574221,,,Hispanic or Latin American,Cohort,HERMES,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HERMES,,
cohort_summary,Participant instances,946700.0,,,,Cohort,HERPACC,,
cohort_summary,Non-European %,100.0,,,,Cohort,HERPACC,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,HERPACC,,
cohort_summary,Publications,1.0,,,,Cohort,HERPACC,,
cohort_summary,Accessions,8.0,,,,Cohort,HERPACC,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,HERPACC,,
cohort_ancestry,Participant share (%),100.0,,,Asian,Cohort,HERPACC,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HERPACC,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HERPACC,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HERPACC,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HERPACC,,
cohort_summary,Participant instances,3005856.0,,,,Cohort,HEXA,,
cohort_summary,Non-European %,100.0,,,,Cohort,HEXA,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,HEXA,,
cohort_summary,Publications,8.0,,,,Cohort,HEXA,,
cohort_summary,Accessions,20.0,,,,Cohort,HEXA,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,HEXA,,
cohort_ancestry,Participant share (%),100.0,,,Asian,Cohort,HEXA,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HEXA,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HEXA,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HEXA,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HEXA,,
cohort_summary,Participant instances,4551227.0,,,,Cohort,HFPGR,,
cohort_summary,Non-European %,1.0685689815076242,,,,Cohort,HFPGR,,
cohort_summary,Effective ancestry groups,1.0216620160831127,,,,Cohort,HFPGR,,
cohort_summary,Publications,2.0,,,,Cohort,HFPGR,,
cohort_summary,Accessions,6.0,,,,Cohort,HFPGR,,
cohort_ancestry,Participant share (%),98.93143101849238,,,European,Cohort,HFPGR,,
cohort_ancestry,Participant share (%),0.6017937580349212,,,Asian,Cohort,HFPGR,,
cohort_ancestry,Participant share (%),0.42526993270166485,,,African,Cohort,HFPGR,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HFPGR,,
cohort_ancestry,Participant share (%),0.04150529077103823,,,Hispanic or Latin American,Cohort,HFPGR,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HFPGR,,
cohort_summary,Participant instances,3879.0,,,,Cohort,HGDS,,
cohort_summary,Non-European %,100.0,,,,Cohort,HGDS,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,HGDS,,
cohort_summary,Publications,1.0,,,,Cohort,HGDS,,
cohort_summary,Accessions,1.0,,,,Cohort,HGDS,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,HGDS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,HGDS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HGDS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HGDS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HGDS,,
cohort_ancestry,Participant share (%),100.0,,,Other/Mixed,Cohort,HGDS,,
cohort_summary,Participant instances,2344800.0,,,,Cohort,HGF,,
cohort_summary,Non-European %,5.195069941999318,,,,Cohort,HGF,,
cohort_summary,Effective ancestry groups,1.11022747411844,,,,Cohort,HGF,,
cohort_summary,Publications,1.0,,,,Cohort,HGF,,
cohort_summary,Accessions,4.0,,,,Cohort,HGF,,
cohort_ancestry,Participant share (%),94.80493005800068,,,European,Cohort,HGF,,
cohort_ancestry,Participant share (%),4.284843056977141,,,Asian,Cohort,HGF,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HGF,,
cohort_ancestry,Participant share (%),0.9102268850221769,,,African American or Afro-Caribbean,Cohort,HGF,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HGF,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HGF,,
cohort_summary,Participant instances,45757276.0,,,,Cohort,HGI,,
cohort_summary,Non-European %,0.6392535254939564,,,,Cohort,HGI,,
cohort_summary,Effective ancestry groups,1.0128796651038667,,,,Cohort,HGI,,
cohort_summary,Publications,9.0,,,,Cohort,HGI,,
cohort_summary,Accessions,25.0,,,,Cohort,HGI,,
cohort_ancestry,Participant share (%),99.36074647450604,,,European,Cohort,HGI,,
cohort_ancestry,Participant share (%),0.03433989383458928,,,Asian,Cohort,HGI,,
cohort_ancestry,Participant share (%),0.0649623460977004,,,African,Cohort,HGI,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HGI,,
cohort_ancestry,Participant share (%),0.5268801403300318,,,Hispanic or Latin American,Cohort,HGI,,
cohort_ancestry,Participant share (%),0.013071145231634856,,,Other/Mixed,Cohort,HGI,,
cohort_summary,Participant instances,1952653.0,,,,Cohort,HHS,,
cohort_summary,Non-European %,0.0,,,,Cohort,HHS,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,HHS,,
cohort_summary,Publications,1.0,,,,Cohort,HHS,,
cohort_summary,Accessions,1.0,,,,Cohort,HHS,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,HHS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,HHS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HHS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HHS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HHS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HHS,,
cohort_summary,Participant instances,1820689.0,,,,Cohort,HIS,,
cohort_summary,Non-European %,54.433953300096825,,,,Cohort,HIS,,
cohort_summary,Effective ancestry groups,3.1800000220886124,,,,Cohort,HIS,,
cohort_summary,Publications,1.0,,,,Cohort,HIS,,
cohort_summary,Accessions,1.0,,,,Cohort,HIS,,
cohort_ancestry,Participant share (%),45.56604669990317,,,European,Cohort,HIS,,
cohort_ancestry,Participant share (%),22.77253281587355,,,Asian,Cohort,HIS,,
cohort_ancestry,Participant share (%),10.902301271661443,,,African,Cohort,HIS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HIS,,
cohort_ancestry,Participant share (%),20.75911921256184,,,Hispanic or Latin American,Cohort,HIS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HIS,,
cohort_summary,Participant instances,4447094.0,,,,Cohort,HISAYAMA,,
cohort_summary,Non-European %,47.03165707763317,,,,Cohort,HISAYAMA,,
cohort_summary,Effective ancestry groups,2.0524523201522,,,,Cohort,HISAYAMA,,
cohort_summary,Publications,3.0,,,,Cohort,HISAYAMA,,
cohort_summary,Accessions,12.0,,,,Cohort,HISAYAMA,,
cohort_ancestry,Participant share (%),52.96834292236683,,,European,Cohort,HISAYAMA,,
cohort_ancestry,Participant share (%),45.434186909473915,,,Asian,Cohort,HISAYAMA,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HISAYAMA,,
cohort_ancestry,Participant share (%),1.51766524386487,,,African American or Afro-Caribbean,Cohort,HISAYAMA,,
cohort_ancestry,Participant share (%),0.07980492429438191,,,Hispanic or Latin American,Cohort,HISAYAMA,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HISAYAMA,,
cohort_summary,Participant instances,5330.0,,,,Cohort,HKCES,,
cohort_summary,Non-European %,100.0,,,,Cohort,HKCES,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,HKCES,,
cohort_summary,Publications,1.0,,,,Cohort,HKCES,,
cohort_summary,Accessions,1.0,,,,Cohort,HKCES,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,HKCES,,
cohort_ancestry,Participant share (%),100.0,,,Asian,Cohort,HKCES,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HKCES,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HKCES,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HKCES,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HKCES,,
cohort_summary,Participant instances,17534.0,,,,Cohort,HKDB,,
cohort_summary,Non-European %,71.25584578533135,,,,Cohort,HKDB,,
cohort_summary,Effective ancestry groups,1.6938753984564638,,,,Cohort,HKDB,,
cohort_summary,Publications,1.0,,,,Cohort,HKDB,,
cohort_summary,Accessions,1.0,,,,Cohort,HKDB,,
cohort_ancestry,Participant share (%),28.744154214668644,,,European,Cohort,HKDB,,
cohort_ancestry,Participant share (%),71.25584578533135,,,Asian,Cohort,HKDB,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HKDB,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HKDB,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HKDB,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HKDB,,
cohort_summary,Participant instances,14701137.0,,,,Cohort,HKDDDPC,,
cohort_summary,Non-European %,17.078753840604303,,,,Cohort,HKDDDPC,,
cohort_summary,Effective ancestry groups,1.4181410374344616,,,,Cohort,HKDDDPC,,
cohort_summary,Publications,2.0,,,,Cohort,HKDDDPC,,
cohort_summary,Accessions,17.0,,,,Cohort,HKDDDPC,,
cohort_ancestry,Participant share (%),82.92124615939571,,,European,Cohort,HKDDDPC,,
cohort_ancestry,Participant share (%),4.275247553981709,,,Asian,Cohort,HKDDDPC,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HKDDDPC,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HKDDDPC,,
cohort_ancestry,Participant share (%),0.26542164731884343,,,Hispanic or Latin American,Cohort,HKDDDPC,,
cohort_ancestry,Participant share (%),12.538084639303747,,,Other/Mixed,Cohort,HKDDDPC,,
cohort_summary,Participant instances,157239.0,,,,Cohort,HKDR,,
cohort_summary,Non-European %,96.79468834067883,,,,Cohort,HKDR,,
cohort_summary,Effective ancestry groups,1.0661565362037224,,,,Cohort,HKDR,,
cohort_summary,Publications,2.0,,,,Cohort,HKDR,,
cohort_summary,Accessions,2.0,,,,Cohort,HKDR,,
cohort_ancestry,Participant share (%),3.2053116593211604,,,European,Cohort,HKDR,,
cohort_ancestry,Participant share (%),96.79468834067883,,,Asian,Cohort,HKDR,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HKDR,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HKDR,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HKDR,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HKDR,,
cohort_summary,Participant instances,2268362.0,,,,Cohort,HKOS,,
cohort_summary,Non-European %,1.1385748835503327,,,,Cohort,HKOS,,
cohort_summary,Effective ancestry groups,1.02309853345209,,,,Cohort,HKOS,,
cohort_summary,Publications,1.0,,,,Cohort,HKOS,,
cohort_summary,Accessions,4.0,,,,Cohort,HKOS,,
cohort_ancestry,Participant share (%),98.86142511644967,,,European,Cohort,HKOS,,
cohort_ancestry,Participant share (%),0.270371307577891,,,Asian,Cohort,HKOS,,
cohort_ancestry,Participant share (%),0.7489545319486043,,,African,Cohort,HKOS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HKOS,,
cohort_ancestry,Participant share (%),0.11924904402383747,,,Hispanic or Latin American,Cohort,HKOS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HKOS,,
cohort_summary,Participant instances,15079.0,,,,Cohort,HN5000,,
cohort_summary,Non-European %,0.0,,,,Cohort,HN5000,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,HN5000,,
cohort_summary,Publications,1.0,,,,Cohort,HN5000,,
cohort_summary,Accessions,3.0,,,,Cohort,HN5000,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,HN5000,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,HN5000,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HN5000,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HN5000,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HN5000,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HN5000,,
cohort_summary,Participant instances,17706875.0,,,,Cohort,HNR,,
cohort_summary,Non-European %,20.812334192227596,,,,Cohort,HNR,,
cohort_summary,Effective ancestry groups,1.5454130380457243,,,,Cohort,HNR,,
cohort_summary,Publications,6.0,,,,Cohort,HNR,,
cohort_summary,Accessions,9.0,,,,Cohort,HNR,,
cohort_ancestry,Participant share (%),79.1876658077724,,,European,Cohort,HNR,,
cohort_ancestry,Participant share (%),2.1892569976350993,,,Asian,Cohort,HNR,,
cohort_ancestry,Participant share (%),1.7968444460132011,,,African,Cohort,HNR,,
cohort_ancestry,Participant share (%),0.016355229254173875,,,African American or Afro-Caribbean,Cohort,HNR,,
cohort_ancestry,Participant share (%),3.366692315837775,,,Hispanic or Latin American,Cohort,HNR,,
cohort_ancestry,Participant share (%),13.443185203487346,,,Other/Mixed,Cohort,HNR,,
cohort_summary,Participant instances,1224857.0,,,,Cohort,HOLBAEK,,
cohort_summary,Non-European %,0.0,,,,Cohort,HOLBAEK,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,HOLBAEK,,
cohort_summary,Publications,1.0,,,,Cohort,HOLBAEK,,
cohort_summary,Accessions,826.0,,,,Cohort,HOLBAEK,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,HOLBAEK,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,HOLBAEK,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HOLBAEK,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HOLBAEK,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HOLBAEK,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HOLBAEK,,
cohort_summary,Participant instances,10763.0,,,,Cohort,HOPE Zhejiang,,
cohort_summary,Non-European %,100.0,,,,Cohort,HOPE Zhejiang,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,HOPE Zhejiang,,
cohort_summary,Publications,1.0,,,,Cohort,HOPE Zhejiang,,
cohort_summary,Accessions,1.0,,,,Cohort,HOPE Zhejiang,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,HOPE Zhejiang,,
cohort_ancestry,Participant share (%),100.0,,,Asian,Cohort,HOPE Zhejiang,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HOPE Zhejiang,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HOPE Zhejiang,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HOPE Zhejiang,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HOPE Zhejiang,,
cohort_summary,Participant instances,12482037.0,,,,Cohort,HPFS,,
cohort_summary,Non-European %,1.6473272751875354,,,,Cohort,HPFS,,
cohort_summary,Effective ancestry groups,1.0336253780983642,,,,Cohort,HPFS,,
cohort_summary,Publications,12.0,,,,Cohort,HPFS,,
cohort_summary,Accessions,43.0,,,,Cohort,HPFS,,
cohort_ancestry,Participant share (%),98.35267272481246,,,European,Cohort,HPFS,,
cohort_ancestry,Participant share (%),0.10618459150537689,,,Asian,Cohort,HPFS,,
cohort_ancestry,Participant share (%),1.1229737582094974,,,African,Cohort,HPFS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HPFS,,
cohort_ancestry,Participant share (%),0.40535851640241094,,,Hispanic or Latin American,Cohort,HPFS,,
cohort_ancestry,Participant share (%),0.012810409070250313,,,Other/Mixed,Cohort,HPFS,,
cohort_summary,Participant instances,1396563.0,,,,Cohort,HPS,,
cohort_summary,Non-European %,1.6682383823715792,,,,Cohort,HPS,,
cohort_summary,Effective ancestry groups,1.03392105119065,,,,Cohort,HPS,,
cohort_summary,Publications,1.0,,,,Cohort,HPS,,
cohort_summary,Accessions,3.0,,,,Cohort,HPS,,
cohort_ancestry,Participant share (%),98.33176161762842,,,European,Cohort,HPS,,
cohort_ancestry,Participant share (%),1.6682383823715792,,,Asian,Cohort,HPS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HPS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HPS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HPS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HPS,,
cohort_summary,Participant instances,721737.0,,,,Cohort,HRBC,,
cohort_summary,Non-European %,0.0,,,,Cohort,HRBC,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,HRBC,,
cohort_summary,Publications,1.0,,,,Cohort,HRBC,,
cohort_summary,Accessions,1.0,,,,Cohort,HRBC,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,HRBC,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,HRBC,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HRBC,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HRBC,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HRBC,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,HRBC,,
cohort_summary,Participant instances,42213139.0,,,,Cohort,HRS,,
cohort_summary,Non-European %,25.565310364623677,,,,Cohort,HRS,,
cohort_summary,Effective ancestry groups,1.6785666408730264,,,,Cohort,HRS,,
cohort_summary,Publications,19.0,,,,Cohort,HRS,,
cohort_summary,Accessions,115.0,,,,Cohort,HRS,,
cohort_ancestry,Participant share (%),74.43468963537632,,,European,Cohort,HRS,,
cohort_ancestry,Participant share (%),2.6021187384335476,,,Asian,Cohort,HRS,,
cohort_ancestry,Participant share (%),0.5983847825199637,,,African,Cohort,HRS,,
cohort_ancestry,Participant share (%),1.5100653850925418,,,African American or Afro-Caribbean,Cohort,HRS,,
cohort_ancestry,Participant share (%),0.6787483868470431,,,Hispanic or Latin American,Cohort,HRS,,
cohort_ancestry,Participant share (%),20.17599307173058,,,Other/Mixed,Cohort,HRS,,
cohort_summary,Participant instances,2452220.0,,,,Cohort,HS ProCARE,,
cohort_summary,Non-European %,97.20220861097292,,,,Cohort,HS ProCARE,,
cohort_summary,Effective ancestry groups,1.162116378964641,,,,Cohort,HS ProCARE,,
cohort_summary,Publications,2.0,,,,Cohort,HS ProCARE,,
cohort_summary,Accessions,6.0,,,,Cohort,HS ProCARE,,
cohort_ancestry,Participant share (%),2.797791389027086,,,European,Cohort,HS ProCARE,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,HS ProCARE,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,HS ProCARE,,
cohort_ancestry,Participant share (%),4.595264698925871,,,African American or Afro-Caribbean,Cohort,HS ProCARE,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HS ProCARE,,
cohort_ancestry,Participant share (%),92.60694391204704,,,Other/Mixed,Cohort,HS ProCARE,,
cohort_summary,Participant instances,93128.0,,,,Cohort,HSG,,
cohort_summary,Non-European %,6.869040460441543,,,,Cohort,HSG,,
cohort_summary,Effective ancestry groups,1.149489720948617,,,,Cohort,HSG,,
cohort_summary,Publications,1.0,,,,Cohort,HSG,,
cohort_summary,Accessions,2.0,,,,Cohort,HSG,,
cohort_ancestry,Participant share (%),93.13095953955846,,,European,Cohort,HSG,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,HSG,,
cohort_ancestry,Participant share (%),4.562537582681901,,,African,Cohort,HSG,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,HSG,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,HSG,,
cohort_ancestry,Participant share (%),2.306502877759643,,,Other/Mixed,Cohort,HSG,,
cohort_summary,Participant instances,134125.0,,,,Cohort,HTN,,
cohort_summary,Non-European %,52.733643988816404,,,,Cohort,HTN,,
cohort_summary,Effective ancestry groups,2.3096627662276306,,,,Cohort,HTN,,
cohort_summary,Publications,1.0,,,,Cohort,HTN,,
cohort_summary,Accessions,4.0,,,,Cohort,HTN,,
cohort_ancestry,Participant share (%),47.266356011183596,,,European,Cohort,HTN,,
