section,metric,value,year,stage,ancestry,entity_type,entity,era,snapshot
cohort_summary,Participant instances,123928.0,,,,Cohort,ANGI,,
cohort_summary,Non-European %,0.0,,,,Cohort,ANGI,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ANGI,,
cohort_summary,Publications,1.0,,,,Cohort,ANGI,,
cohort_summary,Accessions,4.0,,,,Cohort,ANGI,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,ANGI,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ANGI,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ANGI,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ANGI,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ANGI,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ANGI,,
cohort_summary,Participant instances,475216.0,,,,Cohort,ANGST,,
cohort_summary,Non-European %,0.0,,,,Cohort,ANGST,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ANGST,,
cohort_summary,Publications,1.0,,,,Cohort,ANGST,,
cohort_summary,Accessions,1.0,,,,Cohort,ANGST,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,ANGST,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ANGST,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ANGST,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ANGST,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ANGST,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ANGST,,
cohort_summary,Participant instances,5672.0,,,,Cohort,AOGC,,
cohort_summary,Non-European %,0.0,,,,Cohort,AOGC,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,AOGC,,
cohort_summary,Publications,1.0,,,,Cohort,AOGC,,
cohort_summary,Accessions,1.0,,,,Cohort,AOGC,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,AOGC,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,AOGC,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,AOGC,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,AOGC,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,AOGC,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,AOGC,,
cohort_summary,Participant instances,1212578.0,,,,Cohort,APCDR,,
cohort_summary,Non-European %,100.0,,,,Cohort,APCDR,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,APCDR,,
cohort_summary,Publications,3.0,,,,Cohort,APCDR,,
cohort_summary,Accessions,16.0,,,,Cohort,APCDR,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,APCDR,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,APCDR,,
cohort_ancestry,Participant share (%),100.0,,,African,Cohort,APCDR,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,APCDR,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,APCDR,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,APCDR,,
cohort_summary,Participant instances,1136330.0,,,,Cohort,APDGC,,
cohort_summary,Non-European %,0.0,,,,Cohort,APDGC,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,APDGC,,
cohort_summary,Publications,1.0,,,,Cohort,APDGC,,
cohort_summary,Accessions,3.0,,,,Cohort,APDGC,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,APDGC,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,APDGC,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,APDGC,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,APDGC,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,APDGC,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,APDGC,,
cohort_summary,Participant instances,403506.0,,,,Cohort,APRICOT,,
cohort_summary,Non-European %,0.0,,,,Cohort,APRICOT,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,APRICOT,,
cohort_summary,Publications,1.0,,,,Cohort,APRICOT,,
cohort_summary,Accessions,1.0,,,,Cohort,APRICOT,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,APRICOT,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,APRICOT,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,APRICOT,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,APRICOT,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,APRICOT,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,APRICOT,,
cohort_summary,Participant instances,8656.0,,,,Cohort,ARCADIA,,
cohort_summary,Non-European %,0.0,,,,Cohort,ARCADIA,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ARCADIA,,
cohort_summary,Publications,1.0,,,,Cohort,ARCADIA,,
cohort_summary,Accessions,1.0,,,,Cohort,ARCADIA,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,ARCADIA,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ARCADIA,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ARCADIA,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ARCADIA,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ARCADIA,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ARCADIA,,
cohort_summary,Participant instances,15079.0,,,,Cohort,ARCAGE,,
cohort_summary,Non-European %,0.0,,,,Cohort,ARCAGE,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ARCAGE,,
cohort_summary,Publications,1.0,,,,Cohort,ARCAGE,,
cohort_summary,Accessions,3.0,,,,Cohort,ARCAGE,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,ARCAGE,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ARCAGE,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ARCAGE,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ARCAGE,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ARCAGE,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ARCAGE,,
cohort_summary,Participant instances,33352.0,,,,Cohort,AREDS,,
cohort_summary,Non-European %,80.97265531302472,,,,Cohort,AREDS,,
cohort_summary,Effective ancestry groups,1.4453768762486618,,,,Cohort,AREDS,,
cohort_summary,Publications,2.0,,,,Cohort,AREDS,,
cohort_summary,Accessions,2.0,,,,Cohort,AREDS,,
cohort_ancestry,Participant share (%),19.027344686975294,,,European,Cohort,AREDS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,AREDS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,AREDS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,AREDS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,AREDS,,
cohort_ancestry,Participant share (%),80.97265531302472,,,Other/Mixed,Cohort,AREDS,,
cohort_summary,Participant instances,21094766.0,,,,Cohort,ARGO,,
cohort_summary,Non-European %,24.244743933163328,,,,Cohort,ARGO,,
cohort_summary,Effective ancestry groups,1.6151029152065344,,,,Cohort,ARGO,,
cohort_summary,Publications,2.0,,,,Cohort,ARGO,,
cohort_summary,Accessions,32.0,,,,Cohort,ARGO,,
cohort_ancestry,Participant share (%),75.75525606683668,,,European,Cohort,ARGO,,
cohort_ancestry,Participant share (%),2.9958758490139212,,,Asian,Cohort,ARGO,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ARGO,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ARGO,,
cohort_ancestry,Participant share (%),0.18497479422146706,,,Hispanic or Latin American,Cohort,ARGO,,
cohort_ancestry,Participant share (%),21.063893289927936,,,Other/Mixed,Cohort,ARGO,,
cohort_summary,Participant instances,150724766.0,,,,Cohort,ARIC,,
cohort_summary,Non-European %,31.280280773499424,,,,Cohort,ARIC,,
cohort_summary,Effective ancestry groups,1.9551543403792884,,,,Cohort,ARIC,,
cohort_summary,Publications,66.0,,,,Cohort,ARIC,,
cohort_summary,Accessions,2993.0,,,,Cohort,ARIC,,
cohort_ancestry,Participant share (%),68.71971922650057,,,European,Cohort,ARIC,,
cohort_ancestry,Participant share (%),1.8616104535866387,,,Asian,Cohort,ARIC,,
cohort_ancestry,Participant share (%),1.699054553516441,,,African,Cohort,ARIC,,
cohort_ancestry,Participant share (%),5.269511581129275,,,African American or Afro-Caribbean,Cohort,ARIC,,
cohort_ancestry,Participant share (%),3.9393745019979,,,Hispanic or Latin American,Cohort,ARIC,,
cohort_ancestry,Participant share (%),18.510729683269172,,,Other/Mixed,Cohort,ARIC,,
cohort_summary,Participant instances,450409.0,,,,Cohort,ARIES,,
cohort_summary,Non-European %,8.190999735795689,,,,Cohort,ARIES,,
cohort_summary,Effective ancestry groups,1.1770265593360525,,,,Cohort,ARIES,,
cohort_summary,Publications,1.0,,,,Cohort,ARIES,,
cohort_summary,Accessions,12.0,,,,Cohort,ARIES,,
cohort_ancestry,Participant share (%),91.80900026420431,,,European,Cohort,ARIES,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ARIES,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ARIES,,
cohort_ancestry,Participant share (%),8.190999735795689,,,African American or Afro-Caribbean,Cohort,ARIES,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ARIES,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ARIES,,
cohort_summary,Participant instances,26634.0,,,,Cohort,ARK,,
cohort_summary,Non-European %,100.0,,,,Cohort,ARK,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ARK,,
cohort_summary,Publications,1.0,,,,Cohort,ARK,,
cohort_summary,Accessions,2.0,,,,Cohort,ARK,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,ARK,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ARK,,
cohort_ancestry,Participant share (%),100.0,,,African,Cohort,ARK,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ARK,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ARK,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ARK,,
cohort_summary,Participant instances,1155663.0,,,,Cohort,ASAP,,
cohort_summary,Non-European %,0.0,,,,Cohort,ASAP,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ASAP,,
cohort_summary,Publications,1.0,,,,Cohort,ASAP,,
cohort_summary,Accessions,1.0,,,,Cohort,ASAP,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,ASAP,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ASAP,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ASAP,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ASAP,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ASAP,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ASAP,,
cohort_summary,Participant instances,12294.0,,,,Cohort,ASCOT,,
cohort_summary,Non-European %,0.0,,,,Cohort,ASCOT,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ASCOT,,
cohort_summary,Publications,1.0,,,,Cohort,ASCOT,,
cohort_summary,Accessions,1.0,,,,Cohort,ASCOT,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,ASCOT,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ASCOT,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ASCOT,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ASCOT,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ASCOT,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ASCOT,,
cohort_summary,Participant instances,44792.0,,,,Cohort,ASGC,,
cohort_summary,Non-European %,0.0,,,,Cohort,ASGC,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ASGC,,
cohort_summary,Publications,1.0,,,,Cohort,ASGC,,
cohort_summary,Accessions,3.0,,,,Cohort,ASGC,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,ASGC,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ASGC,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ASGC,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ASGC,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ASGC,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ASGC,,
cohort_summary,Participant instances,8656.0,,,,Cohort,ASKLEPIOS,,
cohort_summary,Non-European %,0.0,,,,Cohort,ASKLEPIOS,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ASKLEPIOS,,
cohort_summary,Publications,1.0,,,,Cohort,ASKLEPIOS,,
cohort_summary,Accessions,1.0,,,,Cohort,ASKLEPIOS,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,ASKLEPIOS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ASKLEPIOS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ASKLEPIOS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ASKLEPIOS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ASKLEPIOS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ASKLEPIOS,,
cohort_summary,Participant instances,2071.0,,,,Cohort,ASN,,
cohort_summary,Non-European %,100.0,,,,Cohort,ASN,,
cohort_summary,Effective ancestry groups,1.3955339436227896,,,,Cohort,ASN,,
cohort_summary,Publications,1.0,,,,Cohort,ASN,,
cohort_summary,Accessions,8.0,,,,Cohort,ASN,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,ASN,,
cohort_ancestry,Participant share (%),17.093191694833415,,,Asian,Cohort,ASN,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ASN,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ASN,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ASN,,
cohort_ancestry,Participant share (%),82.90680830516659,,,Other/Mixed,Cohort,ASN,,
cohort_summary,Participant instances,2299232.0,,,,Cohort,ASPREE,,
cohort_summary,Non-European %,1.12328812403446,,,,Cohort,ASPREE,,
cohort_summary,Effective ancestry groups,1.0227840368421197,,,,Cohort,ASPREE,,
cohort_summary,Publications,3.0,,,,Cohort,ASPREE,,
cohort_summary,Accessions,6.0,,,,Cohort,ASPREE,,
cohort_ancestry,Participant share (%),98.87671187596554,,,European,Cohort,ASPREE,,
cohort_ancestry,Participant share (%),0.2667412422930787,,,Asian,Cohort,ASPREE,,
cohort_ancestry,Participant share (%),0.7388989018941977,,,African,Cohort,ASPREE,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ASPREE,,
cohort_ancestry,Participant share (%),0.11764797984718375,,,Hispanic or Latin American,Cohort,ASPREE,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ASPREE,,
cohort_summary,Participant instances,139897.0,,,,Cohort,ASPS,,
cohort_summary,Non-European %,6.581270506158102,,,,Cohort,ASPS,,
cohort_summary,Effective ancestry groups,1.1402024724164306,,,,Cohort,ASPS,,
cohort_summary,Publications,4.0,,,,Cohort,ASPS,,
cohort_summary,Accessions,6.0,,,,Cohort,ASPS,,
cohort_ancestry,Participant share (%),93.4187294938419,,,European,Cohort,ASPS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ASPS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ASPS,,
cohort_ancestry,Participant share (%),6.581270506158102,,,African American or Afro-Caribbean,Cohort,ASPS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ASPS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ASPS,,
cohort_summary,Participant instances,1289.0,,,,Cohort,ASSESS-AKI,,
cohort_summary,Non-European %,12.25756400310318,,,,Cohort,ASSESS-AKI,,
cohort_summary,Effective ancestry groups,1.2740504169462283,,,,Cohort,ASSESS-AKI,,
cohort_summary,Publications,1.0,,,,Cohort,ASSESS-AKI,,
cohort_summary,Accessions,1.0,,,,Cohort,ASSESS-AKI,,
cohort_ancestry,Participant share (%),87.74243599689682,,,European,Cohort,ASSESS-AKI,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ASSESS-AKI,,
cohort_ancestry,Participant share (%),12.25756400310318,,,African,Cohort,ASSESS-AKI,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ASSESS-AKI,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ASSESS-AKI,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ASSESS-AKI,,
cohort_summary,Participant instances,63024.0,,,,Cohort,ASTAGR,,
cohort_summary,Non-European %,100.0,,,,Cohort,ASTAGR,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ASTAGR,,
cohort_summary,Publications,1.0,,,,Cohort,ASTAGR,,
cohort_summary,Accessions,26.0,,,,Cohort,ASTAGR,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,ASTAGR,,
cohort_ancestry,Participant share (%),100.0,,,Asian,Cohort,ASTAGR,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ASTAGR,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ASTAGR,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ASTAGR,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ASTAGR,,
cohort_summary,Participant instances,1477803.0,,,,Cohort,ASTARRS,,
cohort_summary,Non-European %,29.813107701094122,,,,Cohort,ASTARRS,,
cohort_summary,Effective ancestry groups,1.7554620945008372,,,,Cohort,ASTARRS,,
cohort_summary,Publications,1.0,,,,Cohort,ASTARRS,,
cohort_summary,Accessions,2.0,,,,Cohort,ASTARRS,,
cohort_ancestry,Participant share (%),70.18689229890587,,,European,Cohort,ASTARRS,,
cohort_ancestry,Participant share (%),1.519688348176313,,,Asian,Cohort,ASTARRS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ASTARRS,,
cohort_ancestry,Participant share (%),0.5868847200878602,,,African American or Afro-Caribbean,Cohort,ASTARRS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ASTARRS,,
cohort_ancestry,Participant share (%),27.70653463282995,,,Other/Mixed,Cohort,ASTARRS,,
cohort_summary,Participant instances,503968.0,,,,Cohort,ASTERISK,,
cohort_summary,Non-European %,0.0,,,,Cohort,ASTERISK,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ASTERISK,,
cohort_summary,Publications,3.0,,,,Cohort,ASTERISK,,
cohort_summary,Accessions,7.0,,,,Cohort,ASTERISK,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,ASTERISK,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ASTERISK,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ASTERISK,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ASTERISK,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ASTERISK,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ASTERISK,,
cohort_summary,Participant instances,136156.0,,,,Cohort,ASTON,,
cohort_summary,Non-European %,2.7145333294162577,,,,Cohort,ASTON,,
cohort_summary,Effective ancestry groups,1.0557621118132536,,,,Cohort,ASTON,,
cohort_summary,Publications,1.0,,,,Cohort,ASTON,,
cohort_summary,Accessions,7.0,,,,Cohort,ASTON,,
cohort_ancestry,Participant share (%),97.28546667058374,,,European,Cohort,ASTON,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ASTON,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ASTON,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ASTON,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ASTON,,
cohort_ancestry,Participant share (%),2.7145333294162577,,,Other/Mixed,Cohort,ASTON,,
cohort_summary,Participant instances,1249584.0,,,,Cohort,ATBC,,
cohort_summary,Non-European %,0.0,,,,Cohort,ATBC,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ATBC,,
cohort_summary,Publications,6.0,,,,Cohort,ATBC,,
cohort_summary,Accessions,21.0,,,,Cohort,ATBC,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,ATBC,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ATBC,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ATBC,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ATBC,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ATBC,,
